1, 30.25191, -97.73846
2, 30.25256, -97.73846
3, 30.25276, -97.73876
4, 30.25214, -97.73925 
5, 30.25236, -97.73963 
6, 30.25305, -97.73900 
7, 30.25323, -97.73927
8, 30.25266, -97.73981 
9, 30.25311, -97.73986
10, 30.25362, -97.73952
11, 30.25389, -97.73983
12, 30.25345, -97.74026
13, 30.25361, -97.74068
14, 30.25415, -97.74016
15, 30.25446, -97.74035
16, 30.25403, -97.74097
17, 30.25450, -97.74131
18, 30.25495, -97.74059
19, 30.25192, -97.73843
20, 30.25220, -97.73786
21, 30.25266, -97.73735



----
----
